1341	0	1	03/11/25	10:21			793.7549	lrojas	03/11/25	10:21	pedidos	0	Prov. 1071 OC: 
1342	0	1	03/11/25	10:21			821.1498	lrojas	03/11/25	10:21	pedidos	0	Prov. 1071 OC: 
1550	0	1	03/11/25	08:37			1071.0744	eferraro	03/11/25	08:37	pedidos	0	Prov. 1035 OC: 
1551	0	1	03/11/25	08:37			1071.0744	eferraro	03/11/25	08:37	pedidos	0	Prov. 1035 OC: 
1553	0	1	03/11/25	08:37			1071.0744	eferraro	03/11/25	08:37	pedidos	0	Prov. 1035 OC: 
1554	0	1	03/11/25	08:37			1071.0744	eferraro	03/11/25	08:37	pedidos	0	Prov. 1035 OC: 
1581	0	1	03/11/25	11:57			1633.9063	eferraro	03/11/25	11:57	pedidos	0	Prov. 1024 OC: 
1614	0	1	03/11/25	08:37			1183.4711	eferraro	03/11/25	08:37	pedidos	0	Prov. 1035 OC: 
1795	0	1	03/11/25	07:19			1336.8586	lrojas	03/11/25	07:19	pedidos	0	Prov. 1012 OC: 
1840	0	1	03/11/25	07:19			1065.6780	lrojas	03/11/25	07:19	pedidos	0	Prov. 1012 OC: 
1947	0	1	03/11/25	07:21			6386.0500	lrojas	03/11/25	07:21	pedidos	0	Prov. 1013 OC: 
2209	0	1	03/11/25	15:53			565.6818	eferraro	03/11/25	15:53	pedidos	0	Prov. 1021 OC: 
2289	0	1	03/11/25	10:56			7303.6304	eferraro	03/11/25	10:56	pedidos	0	Prov. 1005 OC: 
2461	0	1	03/11/25	11:32			6652.9000	eferraro	03/11/25	11:32	pedidos	0	Prov. 1001 OC: 
2675	0	1	03/11/25	11:32			9209.6688	eferraro	03/11/25	11:32	pedidos	0	Prov. 1001 OC: 
2676	0	1	03/11/25	11:32			11334.3680	eferraro	03/11/25	11:32	pedidos	0	Prov. 1001 OC: 
2785	0	1	03/11/25	11:32			8571.9128	eferraro	03/11/25	11:32	pedidos	0	Prov. 1001 OC: 
2825	0	1	03/11/25	07:19			531.4713	lrojas	03/11/25	07:19	pedidos	0	Prov. 1012 OC: 
2826	0	1	03/11/25	07:19			531.4713	lrojas	03/11/25	07:19	pedidos	0	Prov. 1012 OC: 
2841	0	1	03/11/25	11:46			1181.6000	lrojas	03/11/25	11:46	pedidos	0	Prov. 1013 OC: 
2843	0	1	03/11/25	07:19			2924.8754	lrojas	03/11/25	07:19	pedidos	0	Prov. 1012 OC: 
2894	0	1	03/11/25	11:46			1181.6000	lrojas	03/11/25	11:46	pedidos	0	P:1013 O:24903
2947	0	1	03/11/25	11:32			9120.9328	eferraro	03/11/25	11:32	pedidos	0	Prov. 1001 OC: 
2967	0	1	03/11/25	07:21			7590.5000	lrojas	03/11/25	07:21	pedidos	0	P:1013 O:24895
2979	0	1	03/11/25	07:21			1364.2500	lrojas	03/11/25	07:21	pedidos	0	Prov. 1013 OC: 
2981	0	1	03/11/25	07:21			2040.0000	lrojas	03/11/25	07:21	pedidos	0	Prov. 1013 OC: 
2982	0	1	03/11/25	07:21			2040.0000	lrojas	03/11/25	07:21	pedidos	0	Prov. 1013 OC: 
3058	0	1	03/11/25	07:21			2050.2000	lrojas	03/11/25	07:21	pedidos	0	P:1013 O:24895
3083	0	1	03/11/25	15:53			922.3182	eferraro	03/11/25	15:53	pedidos	0	Prov. 1021 OC: 
3097	0	1	03/11/25	07:21			1275.8500	lrojas	03/11/25	07:21	pedidos	0	Prov. 1013 OC: 
3112	0	1	03/11/25	07:19			1229.3508	lrojas	03/11/25	07:19	pedidos	0	Prov. 1012 OC: 
3339	0	1	03/11/25	07:21			3332.0000	lrojas	03/11/25	07:21	pedidos	0	Prov. 1013 OC: 
3508	0	1	03/11/25	11:51			801.7900	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3509	0	1	03/11/25	16:08			524.3694	lrojas	03/11/25	16:08	pedidos	0	P:1297 O:24910
3510	0	1	03/11/25	16:08			524.3694	lrojas	03/11/25	16:08	pedidos	0	P:1297 O:24910
3549	0	1	03/11/25	11:51			876.9160	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3550	0	1	03/11/25	11:51			876.9160	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3551	0	1	03/11/25	11:51			876.9160	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3552	0	1	03/11/25	11:51			876.9160	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3553	0	1	03/11/25	11:51			534.7762	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3554	0	1	03/11/25	11:51			258.1980	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3555	0	1	03/11/25	11:51			258.1980	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3556	0	1	03/11/25	11:51			316.8646	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3558	0	1	03/11/25	11:51			325.3554	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3559	0	1	03/11/25	11:51			325.3554	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3560	0	1	03/11/25	11:51			981.5722	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3591	0	1	03/11/25	11:51			534.7762	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3606	0	1	03/11/25	11:51			15201.8304	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3607	0	1	03/11/25	11:51			14753.0096	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
3609	0	1	03/11/25	11:51			1105.8000	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
4233	0	1	03/11/25	07:21			1955.8500	lrojas	03/11/25	07:21	pedidos	0	P:1013 O:24895
4456	0	1	03/11/25	11:32			8631.7984	eferraro	03/11/25	11:32	pedidos	0	Prov. 1001 OC: 
4785	0	1	03/11/25	11:51			258.1980	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
4942	0	1	03/11/25	07:21			2169.0000	lrojas	03/11/25	07:21	pedidos	0	Prov. 1013 OC: 
4977	0	1	03/11/25	15:12			2479.2148	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
4978	0	1	03/11/25	15:12			2052.6776	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
4979	0	1	03/11/25	15:12			2052.6776	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
4980	0	1	03/11/25	15:12			5480.8184	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
4981	0	1	03/11/25	15:12			1093.5702	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
4982	0	1	03/11/25	15:12			177.1322	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
4983	0	1	03/11/25	15:12			2032.2066	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
4984	0	1	03/11/25	15:12			2032.2066	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
4993	0	1	03/11/25	15:12			2459.6860	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
4994	0	1	03/11/25	15:12			2459.6860	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
5506	0	1	03/11/25	15:12			2322.4792	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
5644	0	1	03/11/25	15:12			2778.0164	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
5645	0	1	03/11/25	15:12			2778.0164	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
5646	0	1	03/11/25	15:12			2778.0164	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
5648	0	1	03/11/25	15:12			2469.8678	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
5649	0	1	03/11/25	15:12			2469.8678	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
5650	0	1	03/11/25	15:12			2469.8678	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
5651	0	1	03/11/25	15:12			2459.6860	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
5652	0	1	03/11/25	15:12			2459.6860	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
5872	0	1	03/11/25	08:31			6528.9256	eferraro	03/11/25	08:31	pedidos	0	Prov. 1509 OC: 
5873	0	1	03/11/25	08:31			11776.8592	eferraro	03/11/25	08:31	pedidos	0	Prov. 1509 OC: 
5874	0	1	03/11/25	08:31			12396.6944	eferraro	03/11/25	08:31	pedidos	0	Prov. 1509 OC: 
5876	0	1	03/11/25	08:31			13099.1736	eferraro	03/11/25	08:31	pedidos	0	Prov. 1509 OC: 
5879	0	1	03/11/25	08:31			10991.7352	eferraro	03/11/25	08:31	pedidos	0	Prov. 1509 OC: 
6004	0	1	03/11/25	11:51			905.6900	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
6005	0	1	03/11/25	11:51			1741.6800	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
6020	0	1	03/11/25	07:21			953.7360	lrojas	03/11/25	07:21	pedidos	0	P:1013 O:24895
6045	0	1	03/11/25	11:51			876.9160	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
6133	0	1	03/11/25	11:51			957.1500	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
6438	0	1	03/11/25	11:51			1447.0500	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
6439	0	1	03/11/25	11:51			957.1500	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
6441	0	1	03/11/25	11:51			957.1500	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
6443	0	1	03/11/25	11:51			534.7762	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
6502	0	1	03/11/25	09:00			3842.9752	eferraro	03/11/25	09:00	pedidos	0	Prov. 1540 OC: 
6541	0	1	03/11/25	15:53			922.3182	eferraro	03/11/25	15:53	pedidos	0	Prov. 1021 OC: 
6542	0	1	03/11/25	15:53			922.3182	eferraro	03/11/25	15:53	pedidos	0	Prov. 1021 OC: 
6543	0	1	03/11/25	15:53			922.3182	eferraro	03/11/25	15:53	pedidos	0	Prov. 1021 OC: 
6544	0	1	03/11/25	15:53			922.3182	eferraro	03/11/25	15:53	pedidos	0	Prov. 1021 OC: 
6547	0	1	03/11/25	15:53			2406.6132	eferraro	03/11/25	15:53	pedidos	0	Prov. 1021 OC: 
6646	0	1	03/11/25	11:51			231.5300	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
6647	0	1	03/11/25	11:51			231.5300	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
6795	0	1	03/11/25	14:48			656.1900	lrojas	03/11/25	14:48	pedidos	0	Prov. 1558 OC: 
6796	0	1	03/11/25	14:48			656.1900	lrojas	03/11/25	14:48	pedidos	0	Prov. 1558 OC: 
6797	0	1	03/11/25	14:48			656.1900	lrojas	03/11/25	14:48	pedidos	0	Prov. 1558 OC: 
6798	0	1	03/11/25	14:48			656.1900	lrojas	03/11/25	14:48	pedidos	0	Prov. 1558 OC: 
6800	0	1	03/11/25	14:48			656.1900	lrojas	03/11/25	14:48	pedidos	0	Prov. 1558 OC: 
6805	0	1	03/11/25	11:51			258.1980	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
6817	0	1	03/11/25	15:12			2459.6860	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
6818	0	1	03/11/25	15:12			2459.6860	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
6872	0	1	03/11/25	15:12			2771.6364	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
6915	0	1	03/11/25	14:48			656.1900	lrojas	03/11/25	14:48	pedidos	0	Prov. 1558 OC: 
6916	0	1	03/11/25	14:48			656.1900	lrojas	03/11/25	14:48	pedidos	0	Prov. 1558 OC: 
6917	0	1	03/11/25	14:48			656.1900	lrojas	03/11/25	14:48	pedidos	0	Prov. 1558 OC: 
6920	0	1	03/11/25	14:48			656.1900	lrojas	03/11/25	14:48	pedidos	0	Prov. 1558 OC: 
6925	0	1	03/11/25	14:48			1135.9350	lrojas	03/11/25	14:48	pedidos	0	Prov. 1558 OC: 
6926	0	1	03/11/25	14:48			1135.9350	lrojas	03/11/25	14:48	pedidos	0	Prov. 1558 OC: 
6977	0	1	03/11/25	11:57			631.5640	eferraro	03/11/25	11:57	pedidos	0	Prov. 1024 OC: 
6982	0	1	03/11/25	15:12			2469.8678	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
6988	0	1	03/11/25	15:12			2459.6860	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
6989	0	1	03/11/25	15:12			2459.6860	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
6990	0	1	03/11/25	15:12			2459.6860	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
6994	0	1	03/11/25	15:12			2469.8678	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
6997	0	1	03/11/25	15:12			2479.2148	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
6999	0	1	03/11/25	15:12			1032.2066	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
7000	0	1	03/11/25	15:12			1460.6777	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
7005	0	1	03/11/25	15:12			1052.8182	eferraro	03/11/25	15:12	pedidos	0	Prov. 1468 OC: 
7144	0	1	03/11/25	11:51			21000.0000	eferraro	03/11/25	11:51	pedidos	0	Prov. 1299 OC: 
7188	0	1	03/11/25	14:48			656.1900	lrojas	03/11/25	14:48	pedidos	0	Prov. 1558 OC: 
7259	0	1	03/11/25	13:41			7272.7272	lrojas	03/11/25	13:41	pedidos	0	Prov. 1103 OC: 
608	0	2	03/11/25	14:28			655.9500	d_recptc	03/11/25	14:28	ingstop	0	0      C0 0,00
613	0	2	03/11/25	13:39			3636.3636	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
816	0	2	03/11/25	14:28			4388.5700	d_recptc	03/11/25	14:28	ingstop	0	0      C0 0,00
1018	0	2	03/11/25	13:39			3636.3636	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1019	0	2	03/11/25	13:39			3636.3636	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1020	0	2	03/11/25	13:39			3636.3636	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1021	0	2	03/11/25	13:39			3636.3636	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1022	0	2	03/11/25	13:39			3636.3636	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1023	0	2	03/11/25	13:39			3636.3636	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1024	0	2	03/11/25	13:39			3636.3636	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1025	0	2	03/11/25	13:39			3636.3636	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1045	0	2	03/11/25	14:28			742.0900	d_recptc	03/11/25	14:28	ingstop	0	0      C0 0,00
1047	0	2	03/11/25	14:28			742.0900	d_recptc	03/11/25	14:28	ingstop	0	0      C0 0,00
1050	0	2	03/11/25	14:28			1192.3000	d_recptc	03/11/25	14:28	ingstop	0	0      C0 0,00
1059	0	2	03/11/25	14:28			1941.9800	d_recptc	03/11/25	14:28	ingstop	0	0      C0 0,00
1064	0	2	03/11/25	14:28			871.0800	d_recptc	03/11/25	14:28	ingstop	0	0      C0 0,00
1577	0	2	03/11/25	13:39			3636.3636	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1603	0	2	03/11/25	13:39			3636.3636	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1630	0	2	03/11/25	13:39			3801.6528	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1631	0	2	03/11/25	13:39			3801.6528	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1632	0	2	03/11/25	13:39			3801.6528	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1633	0	2	03/11/25	13:39			3801.6528	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
1950	0	2	03/11/25	13:39			3636.3636	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
2589	0	2	03/11/25	13:39			3801.6528	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
2590	0	2	03/11/25	13:39			3801.6528	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
2591	0	2	03/11/25	13:39			3801.6528	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
2825	0	2	03/11/25	08:45			532.7050	t_recptc	03/11/25	08:45	ingstop	0	0      C0 0,00
2826	0	2	03/11/25	08:45			532.7166	t_recptc	03/11/25	08:45	ingstop	0	0      C0 0,00
2841	0	2	03/11/25	11:47			1181.6000	lrojas	03/11/25	11:47	ingsto	0	0      C0 0,00
2894	0	2	03/11/25	11:47			1181.6000	lrojas	03/11/25	11:47	ingsto	0	0      C0 0,00
2967	0	2	03/11/25	08:43			7590.5000	t_recptc	03/11/25	08:43	ingstop	0	0      C0 0,00
3058	0	2	03/11/25	08:43			2050.2000	t_recptc	03/11/25	08:43	ingstop	0	0      C0 0,00
3184	0	2	03/11/25	14:28			1555.0400	d_recptc	03/11/25	14:28	ingstop	0	0      C0 0,00
3473	0	2	03/11/25	13:39			3636.3636	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
3509	0	2	03/11/25	16:33			524.3693	d_recptc	03/11/25	16:33	ingstop	0	1 Extr C99 0,00
3510	0	2	03/11/25	16:33			524.3693	d_recptc	03/11/25	16:33	ingstop	0	1 Extr C99 0,00
3895	0	2	03/11/25	14:28			2981.4400	d_recptc	03/11/25	14:28	ingstop	0	1 Extr C99 21,0
4233	0	2	03/11/25	08:43			1955.8500	t_recptc	03/11/25	08:43	ingstop	0	0 Norm C0 0,00
5191	0	2	03/11/25	14:28			1599.6900	d_recptc	03/11/25	14:28	ingstop	0	
5750	0	2	03/11/25	14:28			777.5800	d_recptc	03/11/25	14:28	ingstop	0	
6020	0	2	03/11/25	08:43			916.5826	t_recptc	03/11/25	08:43	ingstop	0	0      C0 0,00
6057	0	2	03/11/25	13:39			7272.7272	d_recptc	03/11/25	13:39	ingstop	0	1 Extr C99 21,0
6312	0	2	03/11/25	13:39			756.1983	d_recptc	03/11/25	13:39	ingstop	0	
6313	0	2	03/11/25	13:39			756.1983	d_recptc	03/11/25	13:39	ingstop	0	
6461	0	2	03/11/25	13:39			5123.9668	d_recptc	03/11/25	13:39	ingstop	0	
6472	0	2	03/11/25	13:39			5123.9668	d_recptc	03/11/25	13:39	ingstop	0	
6473	0	2	03/11/25	13:39			5123.9668	d_recptc	03/11/25	13:39	ingstop	0	
6635	0	2	03/11/25	14:28			1883.0900	d_recptc	03/11/25	14:28	ingstop	0	
6773	0	2	03/11/25	13:39			756.1983	d_recptc	03/11/25	13:39	ingstop	0	
6775	0	2	03/11/25	13:39			756.1983	d_recptc	03/11/25	13:39	ingstop	0	
7259	0	2	03/11/25	13:46			7272.7272	d_recptc	03/11/25	13:46	ingstop	0	
496	0	3	03/11/25	15:08	1132	0	9971.4388	lrojas	03/11/25	15:08	lispron	0	Lista: 
497	0	3	03/11/25	15:08	1132	10	4991.3950	lrojas	03/11/25	15:08	lispron	0	Lista: 
1092	0	3	03/11/25	15:08	1132	6	6282.5727	lrojas	03/11/25	15:08	lispron	0	Lista: 
1093	0	3	03/11/25	15:08	1132	8	9473.2694	lrojas	03/11/25	15:08	lispron	0	Lista: 
1094	0	3	03/11/25	15:08	1132	5	6282.6917	lrojas	03/11/25	15:08	lispron	0	Lista: 
1095	0	3	03/11/25	15:08	1132	7	9474.4744	lrojas	03/11/25	15:08	lispron	0	Lista: 
1799	0	3	03/11/25	15:08	1132	4	12656.4331	lrojas	03/11/25	15:08	lispron	0	Lista: 
2216	0	3	03/11/25	15:08	1132	13	4823.1595	lrojas	03/11/25	15:08	lispron	0	Lista: 
2217	0	3	03/11/25	15:08	1132	14	5299.1124	lrojas	03/11/25	15:08	lispron	0	Lista: 
2218	0	3	03/11/25	15:08	1132	11	5299.1124	lrojas	03/11/25	15:08	lispron	0	Lista: 
3150	0	3	03/11/25	10:37	1267	29	4504.6300	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3152	0	3	03/11/25	10:37	1267	30	1333.0000	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3153	0	3	03/11/25	10:37	1267	14	2598.9500	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3154	0	3	03/11/25	10:37	1267	12	13981.2500	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3155	0	3	03/11/25	10:37	1267	13	14114.4900	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3157	0	3	03/11/25	10:37	1267	5	1393.6500	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3158	0	3	03/11/25	10:37	1267	6	1393.6500	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3159	0	3	03/11/25	10:37	1267	9	1393.6500	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3160	0	3	03/11/25	10:37	1267	1	1393.6500	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3161	0	3	03/11/25	10:37	1267	4	1393.6500	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3163	0	3	03/11/25	10:37	1267	80	8239.1000	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3164	0	3	03/11/25	10:37	1267	25	3321.7000	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3166	0	3	03/11/25	10:37	1267	77	24230.1600	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3167	0	3	03/11/25	10:37	1267	76	19904.1400	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3168	0	3	03/11/25	10:37	1267	93	21948.0099	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3171	0	3	03/11/25	10:37	1267	86	991.1300	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3266	0	3	03/11/25	10:37	1267	72	1773.5800	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3267	0	3	03/11/25	10:37	1267	74	1773.5800	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3268	0	3	03/11/25	10:37	1267	73	1773.5800	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3274	0	3	03/11/25	10:37	1267	82	22899.1300	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3941	0	3	03/11/25	10:37	1267	33	2075.7600	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3944	0	3	03/11/25	10:37	1267	43	21570.7300	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3946	0	3	03/11/25	10:37	1267	7	2006.3500	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3947	0	3	03/11/25	10:37	1267	8	2006.3500	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3948	0	3	03/11/25	10:37	1267	11	2416.1900	lrojas	03/11/25	10:37	lispron	0	Lista: 50
3951	0	3	03/11/25	10:37	1267	78	25777.9300	lrojas	03/11/25	10:37	lispron	0	Lista: 50
4024	0	3	03/11/25	10:37	1267	61	643.0000	lrojas	03/11/25	10:37	lispron	0	Lista: 50
4106	0	3	03/11/25	10:37	1267	85	991.1300	lrojas	03/11/25	10:37	lispron	0	Lista: 50
4313	0	3	03/11/25	10:37	1267	28	1685.7300	lrojas	03/11/25	10:37	lispron	0	Lista: 50
4314	0	3	03/11/25	10:37	1267	2	2562.2399	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5073	0	3	03/11/25	10:37	1267	38	1565.5200	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5075	0	3	03/11/25	10:37	1267	46	1565.5200	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5076	0	3	03/11/25	10:37	1267	45	1565.5200	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5081	0	3	03/11/25	10:37	1267	42	1019.1900	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5082	0	3	03/11/25	10:37	1267	41	2809.6000	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5085	0	3	03/11/25	10:37	1267	0	1773.5800	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5086	0	3	03/11/25	10:37	1267	79	2737.8300	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5087	0	3	03/11/25	10:37	1267	62	1166.9500	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5090	0	3	03/11/25	10:37	1267	55	944.5600	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5091	0	3	03/11/25	10:37	1267	56	944.5600	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5093	0	3	03/11/25	10:37	1267	81	19163.8700	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5149	0	3	03/11/25	10:37	1267	44	1565.5200	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5190	0	3	03/11/25	10:37	1267	47	643.0000	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5262	0	3	03/11/25	10:37	1267	75	3321.7000	lrojas	03/11/25	10:37	lispron	0	Lista: 50
5263	0	3	03/11/25	10:37	1267	83	1801.9900	lrojas	03/11/25	10:37	lispron	0	Lista: 50
